"id","street","suburb","latitude","longitude","venue","venue_lattitude","venue_longtitude","category"
405,"Barries Rd","Melton",-37.68755,144.56887,"My Mates Pizza",-37.68511266,144.5669482,"Pizza Place"
406,"Barries Rd","Melton",-37.68755,144.56887,"KFC",-37.6878474,144.5661067,"Fast Food Restaurant"
407,"Barries Rd","Melton",-37.68755,144.56887,"Bakers Delight",-37.68578636,144.5653305,"Bakery"
408,"Barries Rd","Melton",-37.68755,144.56887,"The Reject Shop",-37.68546381,144.5654277,"Discount Store"
409,"Barries Rd","Melton",-37.68755,144.56887,"Vodafone",-37.68591855,144.5650214,"Electronics Store"
410,"Barries Rd","Melton",-37.68755,144.56887,"Melton Pharmore Pharmacy",-37.68538261,144.5654011,"Pharmacy"
411,"Barries Rd","Melton",-37.68755,144.56887,"Woodgrove Bus Stop",-37.68511,144.564447,"Bus Station"
412,"Musk Ct","Melton",-37.68734,144.58001,"Morgan's SUPA IGA Melton",-37.68359091,144.5821049,"Grocery Store"
413,"Musk Ct","Melton",-37.68734,144.58001,"Subway",-37.68366748,144.5810309,"Sandwich Place"
414,"Musk Ct","Melton",-37.68734,144.58001,"NQR Melton",-37.68410028,144.5797783,"Convenience Store"
415,"Musk Ct","Melton",-37.68734,144.58001,"Fernwood Fitness",-37.68369278,144.5783618,"Gym"
416,"Musk Ct","Melton",-37.68734,144.58001,"Buddy's Bakery & Cakes",-37.68367,144.582201,"Bakery"
417,"Musk Ct","Melton",-37.68734,144.58001,"Delicious Chinese Restaurant",-37.68299865,144.5813949,"Chinese Restaurant"
418,"Musk Ct","Melton",-37.68734,144.58001,"Lazy Moes",-37.68395242,144.5763526,"Fast Food Restaurant"
419,"Blaxland Rd","Melton South",-37.71195,144.57235,"Hume Ave Park",-37.71233547,144.5695012,"Park"
420,"Blaxland Rd","Melton South",-37.71195,144.57235,"Brinky’s BBall Court",-37.710702,144.576748,"Basketball Court"
421,"Hobart Rd","Murrumbeena",-37.8867,145.0699,"Nature Boy",-37.88998,145.06821,"Café"
422,"Hobart Rd","Murrumbeena",-37.8867,145.0699,"Daniel Son",-37.88998018,145.0676809,"Breakfast Spot"
423,"Hobart Rd","Murrumbeena",-37.8867,145.0699,"Iron Henry",-37.89004872,145.067907,"Café"
424,"Hobart Rd","Murrumbeena",-37.8867,145.0699,"Lotus Pond Chinese Restaurant",-37.88947,145.06704,"Chinese Restaurant"
425,"Hobart Rd","Murrumbeena",-37.8867,145.0699,"Boyd Park",-37.88705692,145.0734716,"Park"
426,"Hobart Rd","Murrumbeena",-37.8867,145.0699,"Murrumbeena Rd/Dandenong Rd Bus Stop",-37.88461688,145.0672524,"Bus Stop"
427,"Hobart Rd","Murrumbeena",-37.8867,145.0699,"The Collector",-37.88899681,145.067028,"Antique Shop"
428,"Hobart Rd","Murrumbeena",-37.8867,145.0699,"East Malvern Urban Forest",-37.88369557,145.0724108,"Park"
429,"Hobart Rd","Murrumbeena",-37.8867,145.0699,"Three Little Bakers",-37.88932,145.06637,"Bakery"
430,"Arnott St","Ormond",-37.90296,145.04637,"McDonald's",-37.90500659,145.044238,"Fast Food Restaurant"
431,"Arnott St","Ormond",-37.90296,145.04637,"Subway",-37.90387,145.04132,"Sandwich Place"
432,"Arnott St","Ormond",-37.90296,145.04637,"Handy's Milk Bar",-37.901867,145.044258,"Food & Drink Shop"
433,"Arnott St","Ormond",-37.90296,145.04637,"Home of Lights",-37.904179,145.043748,"Lighting Store"
434,"Arnott St","Ormond",-37.90296,145.04637,"Positano Pizza",-37.90464,145.04347,"Pizza Place"
435,"Arnott St","Ormond",-37.90296,145.04637,"PETstock",-37.90448839,145.0421691,"Pet Store"
436,"Pascoe Vale Rd","Pascoe Vale",-37.7237,144.92232,"McDonald's",-37.72089386,144.921285,"Fast Food Restaurant"
437,"Pascoe Vale Rd","Pascoe Vale",-37.7237,144.92232,"park shops",-37.724198,144.92239,"Shopping Mall"
438,"Pascoe Vale Rd","Pascoe Vale",-37.7237,144.92232,"park museum",-37.724643,144.923884,"Art Museum"
439,"Pascoe Vale Rd","Pascoe Vale",-37.7237,144.92232,"Strathmore Football Club",-37.72763542,144.921546,"Sports Club"
440,"Plenty Rd","Reservoir",-37.7304,145.0158,"Disco Beans",-37.734519,145.0135865,"Japanese Restaurant"
441,"Plenty Rd","Reservoir",-37.7304,145.0158,"Rose Shamrock",-37.72919606,145.0169282,"Pub"
442,"Plenty Rd","Reservoir",-37.7304,145.0158,"Ethel",-37.729,145.01723,"Café"
443,"Plenty Rd","Reservoir",-37.7304,145.0158,"Tyler Street Cafe",-37.73122,145.0141,"Café"
444,"Plenty Rd","Reservoir",-37.7304,145.0158,"Tram Stop 54 (86)",-37.72780523,145.0194377,"Light Rail Station"
445,"Plenty Rd","Reservoir",-37.7304,145.0158,"Tram Stop 56 (86)",-37.72733619,145.0195543,"Light Rail Station"
446,"Canterbury Rd","Toorak",-37.8421,145.0104,"Monkey Bean",-37.8409,145.00882,"Café"
447,"Canterbury Rd","Toorak",-37.8421,145.0104,"Toorak Foodstore",-37.84091737,145.0094809,"Deli / Bodega"
448,"Canterbury Rd","Toorak",-37.8421,145.0104,"Trak Lounge",-37.84085357,145.0077787,"Rock Club"
449,"Canterbury Rd","Toorak",-37.8421,145.0104,"Townhouse",-37.84139,145.0101,"Café"
450,"Canterbury Rd","Toorak",-37.8421,145.0104,"Romeo's Of Toorak",-37.84114699,145.0094155,"Italian Restaurant"
451,"Canterbury Rd","Toorak",-37.8421,145.0104,"Zanuba Bar & Restaurant",-37.84050026,145.0102095,"Café"
452,"Canterbury Rd","Toorak",-37.8421,145.0104,"The Dihnersaw and his Fionsay",-37.84086426,145.0087755,"Breakfast Spot"
453,"Canterbury Rd","Toorak",-37.8421,145.0104,"Manhattan",-37.84112265,145.009403,"Australian Restaurant"
454,"Canterbury Rd","Toorak",-37.8421,145.0104,"Funkies",-37.84090514,145.0078071,"Breakfast Spot"
455,"Canterbury Rd","Toorak",-37.8421,145.0104,"Sezanas Coffee Shop",-37.84109117,145.0082722,"Coffee Shop"
456,"Canterbury Rd","Toorak",-37.8421,145.0104,"Laurent Bakery",-37.84103923,145.0088234,"Bakery"
457,"Canterbury Rd","Toorak",-37.8421,145.0104,"Woolworths",-37.84044154,145.0086412,"Grocery Store"
458,"Canterbury Rd","Toorak",-37.8421,145.0104,"Tok H Centre",-37.84091071,145.0083949,"Shopping Mall"
459,"Canterbury Rd","Toorak",-37.8421,145.0104,"Browns Bakery",-37.84109,145.00934,"Bakery"
460,"Canterbury Rd","Toorak",-37.8421,145.0104,"Orita Japanese",-37.84051,145.01039,"Japanese Restaurant"
461,"Canterbury Rd","Toorak",-37.8421,145.0104,"Quaff",-37.84124,145.00887,"Australian Restaurant"
462,"Canterbury Rd","Toorak",-37.8421,145.0104,"Alexanders Cigar Merchants",-37.841202,145.010067,"Smoke Shop"
463,"Canterbury Rd","Toorak",-37.8421,145.0104,"Trak Centre",-37.84033148,145.007879,"Shopping Mall"
464,"Canterbury Rd","Toorak",-37.8421,145.0104,"Safeway",-37.8417836,145.0146818,"Grocery Store"
